result_dir_name,error_message,specimen_type
BMA-diff_2024-09-26 13:53:37,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 05:11:29,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 01:54:00,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 13:20:53,Too few focus regions found. min_num_focus_regions 10 is not reached by 8 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-04 19:47:25,Too few focus regions found. min_num_focus_regions 10 is not reached by 2 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 15:17:52,Too few focus regions found. min_num_focus_regions 10 is not reached by 3 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 03:45:58,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-02 18:14:26,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
PBS-diff_2024-09-25 16:16:49,SlideError: read_region took longer than 60 seconds,PBS
BMA-diff_2024-10-03 20:04:49,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 20:42:03,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 03:02:39,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 12:46:50,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 05:10:47,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 05:48:09,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 13:19:36,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 09:11:22,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 09:19:21,Too few focus regions found. min_num_focus_regions 10 is not reached by 8 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 13:13:14,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 04:29:57,Too few focus regions found. min_num_focus_regions 10 is not reached by 7 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 04:04:35,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 03:16:41,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 00:16:59,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-03 09:49:49,Too few focus regions found. min_num_focus_regions 10 is not reached by 9 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 19:27:53,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-25 15:03:45,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 06:08:07,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 05:13:33,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 22:02:33,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 20:44:00,Too few focus regions found. min_num_focus_regions 10 is not reached by 6 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 00:34:07,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
PBS-diff_2024-09-30 13:58:04,"Task was killed due to the node running low on memory.
Memory on the node (IP: 172.28.164.114, ID: c96061ed7060bb19ebfa558d4b34a764a34d3024e375667b62b9ebf1) where the task (actor ID: 3727224f098ac43b95820bec01000000, name=WSICropManager.__init__, pid=3834844, memory used=2.40GB) was running was 239.06GB / 251.49GB (0.950576), which exceeds the memory usage threshold of 0.95. Ray killed this worker (ID: 25ed46d11984de92b1696d97e9403783cc503c4e2d002dfd8733318b) because it was the most recently scheduled task; to see more information about memory usage on this node, use `ray logs raylet.out -ip 172.28.164.114`. To see the logs of the worker, use `ray logs worker-25ed46d11984de92b1696d97e9403783cc503c4e2d002dfd8733318b*out -ip 172.28.164.114. Top 10 memory users:
PID	MEM(GB)	COMMAND
1567642	98.17	python scripts/run_all_H_slides.py
2882936	3.08	/home/greg/.vscode-server/cli/servers/Stable-e170252f762678dec6ca2cc69aba1570769a5d39/server/node /h...
3834846	2.94	ray::WSICropManager.async_get_focus_region_image_batch
3834833	2.80	ray::WSICropManager.async_get_focus_region_image_batch
3834823	2.79	ray::WSICropManager.async_get_focus_region_image_batch
3834824	2.68	ray::WSICropManager.async_get_focus_region_image_batch
3834828	2.68	ray::WSICropManager.async_get_focus_region_image_batch
3834820	2.51	ray::WSICropManager.async_get_focus_region_image_batch
3834847	2.49	ray::WSICropManager.async_get_focus_region_image_batch
3834837	2.46	ray::WSICropManager.async_get_focus_region_image_batch
Refer to the documentation on how to address the out of memory issue: https://docs.ray.io/en/latest/ray-core/scheduling/ray-oom-prevention.html. Consider provisioning more memory on this node or reducing task parallelism by requesting more CPUs per task. Set max_restarts and max_task_retries to enable retry when the task crashes due to OOM. To adjust the kill threshold, set the environment variable `RAY_memory_usage_threshold` when starting Ray. To disable worker killing, set the environment variable `RAY_memory_monitor_refresh_ms` to zero.",PBS
BMA-diff_2024-08-03 15:28:14,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 22:18:43,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 01:15:10,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 21:04:28,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 10:30:51,Too few focus regions found. min_num_focus_regions 10 is not reached by 5 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 14:32:27,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 04:33:59,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 16:43:02,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 01:44:13,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-05 02:35:03,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
PBS-diff_2024-09-25 13:56:48,'confidence',PBS
BMA-diff_2024-09-24 00:49:22,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 14:17:41,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 03:51:12,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-16 04:41:20,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 05:55:09,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 00:51:39,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 21:39:15,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 09:15:23,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 12:09:00,Too few focus regions found. min_num_focus_regions 10 is not reached by 7 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 17:20:38,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 07:04:32,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 11:57:12,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 05:43:31,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 11:13:37,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 14:33:25,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-25 20:53:40,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 02:40:13,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-03 19:14:25,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 20:09:17,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 04:56:01,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 20:56:03,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 09:52:28,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 05:44:31,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-05 06:07:41,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-04 02:54:55,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 02:20:32,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 04:01:17,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 06:56:13,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 03:41:39,'<' not supported between instances of 'int' and 'NoneType',BMA
BMA-diff_2024-10-05 18:41:32,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 15:18:28,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-02 19:31:55,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 08:08:04,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 23:58:04,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-01 22:56:13,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-04 12:49:49,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-04 17:09:16,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-03 16:07:01,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 22:47:45,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 20:46:27,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 03:10:59,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 00:32:02,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-03 22:31:32,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 05:59:15,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 12:28:31,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 03:47:50,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 00:24:17,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 00:47:22,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 22:02:10,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 23:24:25,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 12:03:54,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 20:29:50,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-03 05:13:54,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 15:23:42,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 14:26:25,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 05:10:46,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 16:57:30,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 17:05:44,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 15:40:43,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 07:26:29,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 21:07:12,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-02 02:16:14,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-02 20:40:17,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 08:16:08,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-03 07:26:02,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 19:08:46,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 07:05:15,Too few focus regions found. min_num_focus_regions 10 is not reached by 6 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 00:42:58,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 12:24:55,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 11:31:47,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 07:18:15,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 09:15:15,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 17:19:22,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-01 11:11:09,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 21:19:35,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 17:14:22,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 05:00:11,Too few focus regions found. min_num_focus_regions 10 is not reached by 2 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 13:50:21,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 23:24:13,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 23:13:26,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 13:25:56,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-02 00:44:26,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 00:42:32,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 17:27:28,Too few focus regions found. min_num_focus_regions 10 is not reached by 2 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 11:41:47,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 01:52:24,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 07:17:34,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 18:23:28,Too few focus regions found. min_num_focus_regions 10 is not reached by 4 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 00:57:17,Too few focus regions found. min_num_focus_regions 10 is not reached by 4 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-29 07:17:45,Too few focus regions found. min_num_focus_regions 10 is not reached by 9 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-31 21:56:56,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-25 17:16:47,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 18:10:54,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 12:19:38,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 02:32:58,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 23:26:32,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-02 00:17:50,Too few focus regions found. min_num_focus_regions 10 is not reached by 6 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-07-25 17:19:22,Too few focus regions found. min_num_focus_regions 10 is not reached by 8 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-28 03:42:16,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 19:23:38,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-02 01:19:46,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 11:37:47,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
PBS-diff_2024-10-06 17:13:32,'confidence',PBS
BMA-diff_2024-08-02 12:18:18,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-03 13:50:41,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-30 00:10:42,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-06 01:24:00,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-27 16:44:36,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-05 15:35:23,Too few focus regions found. min_num_focus_regions 10 is not reached by 1 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 12:52:06,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 19:51:51,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-23 10:17:38,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
PBS-diff_2024-10-03 13:05:36,'confidence',PBS
BMA-diff_2024-09-24 20:32:26,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 06:21:24,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-26 04:38:59,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 19:52:31,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-08-01 08:14:19,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
PBS-diff_2024-09-24 17:38:10,'confidence',PBS
BMA-diff_2024-10-02 07:31:24,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-10-04 09:09:34,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
BMA-diff_2024-09-24 14:36:16,Too few focus regions found. min_num_focus_regions 10 is not reached by 0 focus regions. Decrease min_num_focus_regions or check code and slide for error.,BMA
